id,name,current_domain,current_website,current_industry,current_city,current_state,city,state,country,website,domain,industry,confidence,source,notes,action
4a695043-008c-4371-9006-9921f78e6b31,Acronym,,,,,,New York,NY,United States,https://www.acronym.com,acronym.com,AdTech,high,acronym.com + zoominfo,"Global search and performance marketing agency; HQ in the Empire State Building, New York City. Founded 1995; offices in Singapore, Toronto, Berlin.",apply
6788d3a8-1d1f-4c23-b175-eb48d2f8adf7,Adair,adair.ai,,,,,,,,,,AI,low,,"adair.ai domain found but no identifiable company profile — not on Crunchbase or major databases under this name/domain. Cannot confirm identity, location, or website.",review
334f1b2d-dbc3-477b-9d6a-07e0d68bb480,Adley Health,,,,,,,CO,United States,https://www.adleyhealth.com,adleyhealth.com,HealthTech,low,"b2bhint.com (CO state registry), linkedin",Adley Health Inc registered in Colorado. Personal healthcare assistant app. Specific city within CO not confirmed in search results.,review
fb55a1a1-76ce-40ff-beff-72782a93e7b8,Afore,afore.vc,https://afore.vc,,,,San Francisco,CA,United States,,,Venture Capital,high,crunchbase.com + afore.vc,"Afore Capital — pre-seed stage venture capital firm, headquartered at 680 2nd Street, San Francisco, CA 94107. Founded 2016 by Anamitra Banerji and Gaurav Jain.",apply
9fcd20e6-d5c4-479b-9187-90f77de73fa7,Agemica,,,,,,,,United Kingdom,https://agemica.com,agemica.com,HealthTech,foreign,"GOV.UK company registry, cbinsights","AGEMICA LTD registered in UK at 71-75 Shelton Street, Covent Garden, London. Appears to be a longevity/aging health company.",apply
cb3b4cf9-b8e7-40ee-a226-a0b3a02354e3,AIR Ventures,,,,,,Los Angeles,CA,United States,https://www.airventurepartners.com,airventurepartners.com,Venture Capital,high,https://www.airventurepartners.com,"Family-backed early-stage consumer-focused VC firm, founded 2022, Los Angeles, CA. Founded by second-generation founders from Guthy-Renker. Confirmed via Tracxn and firm website.",apply
bae95b75-33f6-4c39-9ac5-1cfe1c786e99,Airventure Partners,airventurepartners.com,,,,,Los Angeles,CA,United States,https://www.airventurepartners.com,,Venture Capital,high,privateequityinternational.com; airventurepartners.com/contact,"Family-backed VC firm founded 2022, focused on early-stage consumer companies. Based in Los Angeles.",apply
8f0529ae-b5ca-4ea1-80c4-c0b75643ab04,Aisling Capital,aislingcapital.com,https://aislingcapital.com,,,,New York,NY,United States,,,Venture Capital,high,zoominfo.com + tracxn.com,"Aisling Capital LLC — private equity/venture capital firm focused on life sciences/healthcare, headquartered in New York City, NY.",apply
bf6877f0-0734-416e-ab41-975624efd8d0,Alley Corp,alleycorp.com,,,,,New York,NY,United States,https://alleycorp.com,,Venture Capital,high,"crunchbase, alleycorp.com, builtinnyc",Founded 2012 by Kevin Ryan. NYC-based venture firm incubating and investing in early-stage companies.,apply
a4dc739a-094c-410b-b887-d4e594cf2918,Allianz Life,,,,,,Golden Valley,MN,United States,https://www.allianzlife.com,allianzlife.com,InsurTech,high,https://www.allianzlife.com/about,"Allianz Life Insurance Company of North America. HQ at 5701 Golden Hills Drive, Golden Valley, MN 55416. Subsidiary of German Allianz group.",apply
d0f9b6e9-fbad-4ecb-958b-69bf3fabdfe7,Alloy Automation,runalloy.com,https://runalloy.com/,Ecommerce,San Francisco,CA,,,United States,,,,high,existing record,All fields already populated; echoed unchanged.,skip
dbed436c-9f4c-474d-b87a-1781b6f32b27,Alpaca VC,,,,,,New York,NY,United States,https://alpaca.vc,alpaca.vc,Venture Capital,high,alpaca.vc + crunchbase + leadiq,"AI-native seed fund focused on foundational industries; HQ at 500 5th Ave Floor 46, New York, NY 10110.",apply
ac3ddad7-8205-4185-9400-4870df157d2c,Alt Capital,,,,,,San Francisco,CA,United States,https://www.altcap.com,altcap.com,Venture Capital,high,pitchbook (San Francisco) + altcap.com + crunchbase,"Founded 2023 by Jack Altman (ex-Lattice). Early-stage generalist fund. $1-10M check sizes, seed through Series A.",apply
fefccec2-f374-4fd5-be7c-7065fc136530,Amazon,amazon.com,,,,,Seattle,WA,United States,https://www.amazon.com,,Marketplace,high,amazon.com / well-known,"Primary HQ is Seattle, WA (HQ1). Also has HQ2 in Arlington, VA. Seattle used as canonical HQ.",apply
06869e82-33e9-420f-99e4-76951baa3c95,Amdahl,amdahl.co,,,,,,,United States,https://www.amdahl.co,,SaaS,low,"amdahl.co, a16z speedrun, crunchbase",Modern AI-powered customer intelligence/GTM context layer startup (distinct from defunct Amdahl Corporation). Part of a16z Speedrun cohort. Incorporated in Delaware but operational HQ city not confirmed in available sources.,review
0d484fcd-0810-43e6-9b1f-4c10dc014b31,Amma,withamma.co,www.withamma.co,HealthTech,Chicago,IL,,,United States,,,,high,existing record,All fields already present in input; website normalized to https://.,skip
a058ba40-a7af-4060-a776-bbc047f7cc18,AmplifyHer Ventures,,,,,,New York,NY,United States,https://www.amplifyherventures.com,amplifyherventures.com,Venture Capital,med,amplifyherventures.com + crunchbase + zoominfo,"VC fund investing in female-founded companies; most sources list New York City (10014); one source (PitchBook) lists Greenwich, CT. New York is the majority consensus.",apply
9982e1af-37d1-4a21-bd03-449b72858e74,Amplovc,amplovc.com,https://amplovc.com,,,,Spring,TX,United States,,,Venture Capital,med,"tracxn.com, life-sciences-usa.com","Amplo VC; HQ listed as Spring, TX (67 Lenox Hill Drive). Global fund; Sheel Tyle founder. Some sources suggest loose SF ties but primary HQ is Spring, TX.",apply
1012e9b9-c17f-4d13-af3e-c0eff9c3765d,Andersen,andersen.com,https://andersen.com,,,,San Francisco,CA,United States,,,SaaS,high,leadiq.com + andersen.com,"Andersen (andersen.com) is a global tax, valuation, financial advisory and consulting firm — founding member of Andersen Global. HQ at 100 First Street, San Francisco, CA 94105.",apply
93642679-8bae-41d0-b570-8e60b935f9ac,Andrew,andrew.cmu.edu,,,,,Pittsburgh,PA,US,https://www.andrew.cmu.edu,,EdTech,high,"cmu.edu, edinburgh-global.ed.ac.uk","andrew.cmu.edu is Carnegie Mellon University's Andrew computing/directory system. CMU is headquartered in Pittsburgh, PA. Classified as EdTech as a university computing platform.",apply
15e15ab1-3da0-4c8e-afb6-a2927eb2be47,Andrews Mixers,,,,,,New York,NY,United States,https://www.andrewsmixers.com,andrewsmixers.com,Creator Economy,high,andrewsmixers.com / linkedin.com/company/andrewsmixers,Andrew's Mixers — tech networking events brand founded by Andrew Yeung (ex-Google/Meta). Based in New York City; hosts events in 7+ cities.,apply
61cbff42-f602-4ecc-8847-f17c2b438897,Andrewsmixers,andrewsmixers.com,,,,,New York,NY,United States,https://www.andrewsmixers.com,,Creator Economy,high,linkedin.com/company/andrewsmixers + andrewsmixers.com,"Andrew's Mixers is an events and community-building company founded by Andrew Yeung, HQ in New York, NY. Hosts curated tech/business networking events. Now rebranded/also known as 'fibe'.",apply
4ab36788-0142-4823-96bc-4538c48b5170,Anew Material,,,,,,New York,NY,United States,https://www.anewmaterial.com,anewmaterial.com,Biotech,high,"anewmaterial.com, pitchbook, rocketreach","Founded by Jiye Son (PhD CUNY). Makes PFAS-free, plant-based waterproof coatings. Backed by Harlem Biospace and Activate Global.",apply
17cae8a9-3dc1-4ef9-9aab-e473a3c68a70,Angel,,,,,,,,,,,,low,,"No domain provided. 'Angel' is too generic to confidently identify — could be AngelList (San Francisco), Angel Ventures, an individual angel investor, or another entity. Cannot resolve without more context.",review
7e06e9a7-5c6d-41ab-a9b6-12d9a937adff,AngelList,angellist.com,,,,,San Francisco,CA,United States,https://www.angellist.com,,Venture Capital,high,craft.co + crunchbase.com + zoominfo.com,"AngelList is headquartered in San Francisco, CA. Platform for startups, angel investors, and venture capital.",apply
13fcfee4-c2a9-4653-b80f-3b4f36fe8ce9,Angular Ventures,,,,,,,,United Kingdom,https://angularventures.com,angularventures.com,Venture Capital,foreign,crunchbase + angularventures.com,"Deep tech enterprise VC founded 2018 by Gil Dibner. Primary HQ in London, UK (Great Marlborough St). Also has presence in Tel Aviv and New York. Not US-headquartered.",apply
2341fb14-cc02-454f-aa36-03b624747dba,Anon,,,,,,San Francisco,CA,US,https://anon.com,anon.com,Developer Tools,high,businesswire.com; techcrunch.com; tracxn.com/d/companies/anon,Founded 2023 by Daniel Mason and Kai Aichholz. Builds an integration/web automation platform for AI agents to authenticate and act on behalf of users. Raised $6.5M from Union Square Ventures and others.,apply
bcc90509-2d2a-40c1-b84c-01d395971b8d,Ansa,ansa.co,https://ansa.co,,,,San Francisco,CA,United States,,,FinTech,high,"cbinsights.com, fintechoneonone.com","Ansa (ansa.co / ansa.dev), modern stored value wallet platform for merchants, founded 2022, headquartered at 3130 20th Street, San Francisco, CA.",apply
ac5313e8-ac37-415f-99c4-e181c2776661,Anthos,,,,,,Santa Monica,CA,United States,https://anthoscapital.com,anthoscapital.com,Venture Capital,high,anthoscapital.com + crunchbase + datanyze,"Full name Anthos Capital; HQ at 201 Santa Monica Blvd Suite 450, Santa Monica, CA 90401. Founded 2007; ~$2.9B AUM. Note: 'Anthos' also refers to Google's Kubernetes platform but that is a Google product, not a standalone company.",apply
d01c3aad-3d6f-4366-852c-6c22de0a2a6e,APA VP,,,,,,San Francisco,CA,United States,https://www.apavp.com,apavp.com,Venture Capital,high,https://www.apavp.com; crunchbase; tracxn,"APA VP = APA Venture Partners. Pre-seed/seed VC founded 2020, based in San Francisco, CA at 500 Terry Francois St.",apply
4a05375c-ab44-4089-9263-1b068bfbb65f,Aperiam Ventures,aperiam.vc,,,,,New York,NY,USA,https://aperiam.vc,,Venture Capital,high,"aperiam.vc, pitchbook, tracxn","VC firm headquartered at 119 W 19th St, New York, NY 10011.",apply
5c5dafa4-179e-44e2-8bd6-3d1336814711,Aperture VC,,,,,,Radnor,PA,United States,https://aperturevc.com,aperturevc.com,Venture Capital,high,https://aperturevc.com,"Aperture Venture Capital. HQ at 201 King of Prussia Rd, Suite 650, Radnor, PA 19035. Founded 2021. Focuses on early-stage fintech with diverse founding teams.",apply
8ef7f5bf-71cc-491c-85bf-8069d806ba4e,Archdocuments,archdocuments.com,https://archdocuments.com,,,,New York,NY,United States,,,FinTech,med,cbinsights.com + businesswire.com,"Appears to be Arch (archdocuments.com) — a digital alternatives management platform for private investment portfolios (family offices, RIAs, banks). HQ identified as New York, NY based on corroborating sources describing the company at 225 Park Avenue South. Confidence is medium as domain branding differs from primary brand name.",apply
b5c1f8d5-6915-4903-802d-2683e3874be9,Archway,archway.zendesk.com,https://archway.zendesk.com,,,,Rogers,MN,United States,,,Logistics,high,"crunchbase.com, facebook.com/archwaymarketingservices","Archway Marketing Services — marketing logistics and fulfillment company at 19850 S Diamond Lk Rd, Rogers, MN 55374. archway.zendesk.com is their customer support subdomain; canonical site is archway.com.",apply
0d92d9a0-9e3b-4049-b434-4e5ad5f69979,Argonenergy,argonenergy.ai,,,,,,,,https://argonenergy.ai,,AI,low,google snippet from argonenergy.ai,"Site exists (title: 'AI-Powered Energy Solutions for Mission-Critical') but returns HTTP 401; minimal public web presence. Not the same as Argon AI (argon-ai.com, pharma/NYC). HQ location could not be determined.",review
e958ac46-64dc-4689-8f45-3afaf5280538,Aristotlehq,aristotlehq.com,https://aristotlehq.com,,,,San Francisco,CA,United States,,,AI,high,"crunchbase.com, aventure.vc, tracxn.com","AI-powered sales intelligence — nudges stalled leads by monitoring activity and triggering outreach at optimal moments. Founded 2023, San Francisco. Multiple sources agree on location.",apply
651d4e3f-8407-4889-af8d-d7fa8b1f6f9e,Artsymail,artsymail.com,,,,,New York,NY,United States,https://www.artsy.net,,Marketplace,high,zoominfo.com; crunchbase.com/organization/art-sy,"artsymail.com is the corporate email domain for Artsy (Art.sy Inc), the world's largest online art marketplace. HQ at 401 Broadway, Floor 26, New York, NY 10013.",apply
2f2c6f65-f723-425c-901b-27e00ce5190f,Arx,arx.city,,,,,Kirkland,WA,United States,https://arx.city,,PropTech,high,pitchbook + cbinsights + zoominfo,"Arx City — real estate underwriting and market intelligence SaaS for developers, investors, and agents. Founded 2020, based in Kirkland, WA.",apply
e26eae6d-d8b2-413c-8585-d6c0d20cafd1,Arête,,,,,,New York,NY,United States,https://www.areteforyou.com,areteforyou.com,Marketplace,high,crunchbase.com/organization/arête + areteforyou.com,"Fashion marketplace iOS app connecting emerging designers with trendsetters; pre-seed funded; based in New York, NY.",apply
68f99a20-89e1-45f6-8669-21e6d55de0b4,Ascent,,,,,,,,,,,,low,,"Too ambiguous — many companies named 'Ascent': Ascent Venture Partners (Bedford MA VC), Ascent fintech (San Diego, student loans), Ascent (RegTech), Ascent Platform (financial data). No domain or other field to disambiguate. Cannot identify with confidence.",review
f4fc6a88-fd7d-4065-ad93-f970ba3c09ea,Ask Sheldon,,,,,,,,,,,,low,,"Could not identify a startup company named 'Ask Sheldon'. Search results returned an unrelated personal tech blog (ask-sheldon.com), Sheldon AI in Colorado, and Sheldon Law Group. No company profile found on Crunchbase, PitchBook, or other databases matching this name.",review
a572f68b-2900-40bb-9fb9-f131d2088141,Asylum Ventures,asylum.vc,,,,,Brooklyn,NY,US,https://www.asylum.vc,,Venture Capital,high,"asylum.vc, pitchbook, nfx signal","Founded 2024 by Nicholas Chirls. Brooklyn-based, raised $55M. Early-stage, pre-seed/seed focus.",apply
db603bb0-60d5-4f20-bc47-3cf18632b03d,Asymptote Labs,,,,,,New York,NY,United States,https://asymptotelabs.ai,asymptotelabs.ai,Cybersecurity,med,"asymptotelabs.ai, LinkedIn CEO profile, NY company registry","AI-native defense platform / cybersecurity startup; registered in NY; CEO in NYC metro area. Multiple Asymptote entities exist (UK, Canada), but asymptotelabs.ai is the AI/cybersecurity one founded 2025.",apply
13e87d8e-c6fc-4a5f-9409-547e0a14caee,Atomic,atomic.vc,,,,,Miami,FL,United States,https://www.atomic.vc,,Venture Capital,high,atomic.vc / tracxn / crunchbase,"Atomic is a venture studio founded by Jack Abraham. Primary HQ at 215 NW 24th St, Miami FL 33127; also has hubs in San Francisco and New York.",apply
046f113a-d7a1-4a06-a7bf-63a2f23f2054,Atypical,atypical.vc,,,,,New York,NY,US,https://atypical.vc,,Venture Capital,high,"crunchbase.com/organization/atypical-ventures, signal.nfx.com/firms/atypical-ventures","Atypical Ventures is a pre-seed/seed VC firm in New York founded 2019, investing $500K-$1M in technical founders. Domain atypical.vc matches.",apply
b1a1cb34-5a2e-4b12-8969-4f12cbae758b,Aunu Skincare,,,,,,New York,NY,United States,https://www.aunubeauty.com,aunubeauty.com,Consumer (CPG),high,"pitchbook.com, aunubeauty.com, leapingbunny.org","Aunu (marketed as AUNU Beauty) is a medical-grade Mānuka honey skincare brand founded by Jenn Krouse, headquartered in New York, NY. Website is aunubeauty.com.",apply
9f02f487-217f-47d7-afd6-e9546641c812,Autolane,,,,,,Palo Alto,CA,United States,https://goautolane.com,goautolane.com,Logistics,high,businesswire.com + crunchbase.com/organization/autolane + goautolane.com,"Curbside operating system for autonomous vehicles; founded 2024; Palo Alto, CA; raised $7.4M from Draper Associates and Hyperplane.",apply
d2537c19-f562-4ac6-b069-d02d57790985,Av,av.vc,https://av.vc,,,,Manchester,NH,United States,,,Venture Capital,high,"av.vc/about, wikipedia","Alumni Ventures; HQ at 670 N. Commercial Street Suite 403, Manchester, NH 03101",apply
9a13bbdf-7408-4201-8b42-3a9895f99718,Avenir,,,,,,New York,NY,United States,https://www.avenirgrowth.com,avenirgrowth.com,Venture Capital,high,https://www.avenirgrowth.com; crunchbase; pitchbook,"Avenir Growth Capital — growth equity firm founded 2017, HQ at 817 Broadway, New York, NY 10003.",apply
e7371132-185a-45b5-b304-d5b579dc596a,Avid Ventures,avidventures.com,https://avidventures.com,,,,New York,NY,United States,,,Venture Capital,high,"ZoomInfo, Crunchbase, Tracxn all confirming 584 Broadway Suite 608, New York NY 10012",Early-stage venture capital firm based in New York City.,apply
48c88a58-b40c-485e-80b7-41e908a70c69,Avpcap,avpcap.com,,,,,,,France,https://avpcap.com/,,Venture Capital,foreign,"avpcap.com, crunchbase.com (AXA Strategic Ventures / AVP)","AVP is a global VC firm (formerly AXA Strategic Ventures). Offices in New York, London, and Paris; registered office 10 boulevard Haussmann, 75009 Paris, France. Non-US primary HQ.",apply
713652a4-3024-4c01-afc4-dc3bbd5cd986,Axel Springer Ventures,,,,,,,,Germany,https://www.axelspringer.com,axelspringer.com,Venture Capital,foreign,"crunchbase.com, tracxn.com","Axel Springer Digital Ventures (also known as Axel Springer Ventures), corporate VC arm of Axel Springer SE, headquartered in Berlin, Germany.",apply
a9999db7-eada-4c21-b237-1d3a572a2a9c,Ayco,ayco.com,https://ayco.com,,,,Cohoes,NY,United States,,,FinTech,high,"mergr.com, zoominfo.com, mployeradvisor.com","The Ayco Company, L.P. (now Goldman Sachs Ayco Personal Financial Management) — fee-based financial counseling at 100 Coliseum Drive, Cohoes, NY. Founded 1971, acquired by Goldman Sachs in 2003.",apply
72735532-af92-4f2d-aa2f-1ea662722b01,Ayr,ayr.com,,Consumer (CPG),,,New York,NY,United States,https://www.ayr.com,,,high,"ayr.com, dnb.com, crunchbase","Women's clothing brand (All Year Round), HQ at 199 Lafayette St, New York, NY 10012. Founded 2014.",apply
b4239055-57d5-4373-b98b-7a13a714631f,BabyMilu,babymilu.com,https://babymilu.com,,San Francisco,CA,,,United States,,,Consumer (CPG),high,babymilu.com / search results,AI-powered plush companion product for creative communities. City and state were already set. Industry classified as Consumer (CPG) for physical AI companion product.,apply
5e6d4c3c-d5f2-4025-a9f4-81ca0613f000,Backwards Capital,,,,,,New York,NY,United States,https://www.backwardscapital.com,backwardscapital.com,Venture Capital,high,https://www.backwardscapital.com; crunchbase; pitchbook,"Early-stage VC founded 2024 by Chris Zarou, headquartered in New York, NY.",apply
ed3a3597-03da-4dc7-8c03-b1538d35d9ed,Bain,bain.com,https://bain.com,,,,Boston,MA,United States,,,SaaS,high,"bain.com, wikipedia.org","Bain & Company, global management consulting firm founded 1973, HQ at 350 Boylston Street, Boston, MA. Industry labeled SaaS is not ideal; best fit from vocabulary is SaaS but Bain is a consulting firm — no closer vocabulary label available.",apply
c3198099-bbfe-406a-87c5-90c06ca1cc65,Bain Capital Ventures,,,,,,Boston,MA,United States,https://baincapitalventures.com,baincapitalventures.com,Venture Capital,high,baincapitalventures.com; wikipedia; pitchbook,"VC arm of Bain Capital, founded 2001. HQ in Boston, MA; also has offices in NYC and San Francisco.",apply
6ae4f589-e236-4243-a397-39f6aac24163,Banter,,,,,,,,,,,,low,,"Too ambiguous — multiple 'Banter' companies: Banter (nightlife social app, SF), Banter (conversational commerce, Palo Alto), Banter Capital (Web3 VC), Banter (chat app, Austin TX). No domain or other field to disambiguate.",review
f40c51fe-f828-45eb-86e4-9de49c9c1094,Baobab Ventures,baobabventures.vc,,,,,,,United Kingdom,https://baobabventures.vc,,Venture Capital,foreign,"baobabventures.vc, crunchbase, startupresearcher.com",European deep-tech VC fund by Carles Reina. Operates between London and Barcelona; listed as London-based in most sources. Not a US company.,apply
aa2bf0f7-47ce-460f-96c0-f3490a92cc92,Bbh,bbh.com),,,,,,,United Kingdom,https://www.bartleboglehegarty.com,,AdTech,foreign,wikipedia.org/wiki/Bartle_Bogle_Hegarty,"BBH = Bartle Bogle Hegarty. Global advertising agency founded 1982, headquartered in London, UK (part of Publicis). US office in New York but HQ is London. Domain in input 'bbh.com)' had a trailing parenthesis — resolved to bartleboglehegarty.com as the official site.",apply
9302499d-04a2-4c79-9424-d34acaa7182b,Bbr Partners,bbrpartners.com,https://bbrpartners.com,,,,New York,NY,United States,,,Venture Capital,high,crunchbase.com + zoominfo.com,"BBR Partners is a privately held multi-family office serving ultra-high net worth clients, headquartered in New York City.",apply
c166dea1-5df7-457f-a0aa-5dd2af33a916,BCS,bcspwm.com,https://bcspwm.com,,,,Rumson,NJ,United States,,,Venture Capital,high,financestrategists.com + zoominfo.com + getwarmer.com/firm_profiles/bcs-private-wealth-management,"BCS Private Wealth Management — fee-based investment advisory firm at 47 West River Road, Rumson, NJ. ~$340M AUM, founded 2015.",apply
dc92e07a-af71-48b2-8261-379270b2715e,Beat Ventures,,,,,,San Francisco,CA,United States,https://www.beatventures.com,beatventures.com,Venture Capital,high,venturecapitalarchive.com; tracxn; crunchbase,"Pre-seed/seed VC founded 2021, focused on applied AI companies, based in San Francisco, CA.",apply
ba0b5849-eb0b-46a5-8a96-5aa232aa618f,BeautyBoss®,beautyboss.com,,,,,Fort Meyers,FL,United States,https://beautyboss.com,,Consumer (CPG),low,https://beautyboss.com,"beautyboss.com is an AI-powered private-label/print-on-demand beauty brand launch platform (BeautyBoss Profits). No clear HQ city found — company appears to operate remotely. Multiple unrelated 'BeautyBoss' businesses exist (e.g., a Bethesda MD microblading clinic). Could not confirm US HQ city with confidence.",apply
8af70ce2-46fd-4476-a39a-afc2f54e5b56,Behind Genius Ventures,,,,,,San Diego,CA,United States,https://www.behindgeniusventures.com,behindgeniusventures.com,Venture Capital,med,crunchbase + tracxn + behindgeniusventures.com,"Founded 2021 by Joshua Schlisserman and Paige Doherty. Some sources say LA, but majority (Crunchbase, Tracxn) indicate San Diego.",apply
bb02c07d-1065-4aa0-805e-121897ed046f,Ben Zises,,,,,,New York,NY,United States,https://www.superangel.vc,superangel.vc,Venture Capital,med,https://www.superangel.vc,"Ben Zises is Founder & GP of SuperAngel.Fund, based in New York City. Recorded as a person/entity in CRM; website and domain reflect his fund. Confidence is medium because this is an individual, not a traditional company.",apply
3af0adda-0b1c-4bae-98e1-355cb268da49,Benchstrength,benchstrengthvc.com,https://benchstrengthvc.com,,,,New York,NY,United States,,,Venture Capital,high,benchstrengthvc.com; pitchbook; massinvestor,"Early-stage VC firm founded 2022, HQ at 220 Fifth Avenue, 17th Floor, New York, NY 10001. Domain/website already present in input.",apply
13c5d98b-15a9-4621-8678-ab117d14404b,Bessemer,,,,,,Redwood City,CA,United States,https://www.bvp.com,bvp.com,Venture Capital,high,https://en.wikipedia.org/wiki/Bessemer_Venture_Partners,"Bessemer Venture Partners. Primary VC office at 889 Winslow St, Suite 500, Redwood City, CA. Some sources list San Francisco. Domain is bvp.com.",apply
26794923-0431-48a6-85d2-4bcca1e257d3,Betaworks,betaworks.com,,,,,New York,NY,United States,https://www.betaworks.com,,Venture Capital,high,wikipedia + techcrunch + builtinnyc.com,Betaworks — NYC-based startup studio and seed-stage VC founded in 2007 by John Borthwick.,apply
04a7d815-8c74-45d8-92fd-ae00c0fa2ec6,Better Tomorrow Ventures,,,,,,San Francisco,CA,United States,https://www.btv.vc,btv.vc,Venture Capital,high,btv.vc; crunchbase.com/organization/better-tomorrow-ventures-bebf; techcrunch.com,"Fintech-focused pre-seed/seed VC founded 2019/2020 by Sheel Mohnot and Jake Gibson. HQ San Francisco, CA.",apply
